low_bound_theta upper_bound_theta mid_wind_theta Nmb_Positions_theta Nb_SNP_theta pop1 pop2 pop3 pop4 pop1+pop2+pop3+pop4
temp_spectre.199 1e+08 1.01e+08 100500000.5 29 29 0.0781609195402299 0.290491118077325 0.276241000378931 0.179310344827586 0.241299211021667
temp_spectre.200 100500000 101500000 101000000.5 44 44 0.242424242424242 0.316115702479339 0.297952047952048 0.301515151515152 0.302819132087425
temp_spectre.201 1.01e+08 1.02e+08 101500000.5 39 39 0.254700854700855 0.274281274281274 0.279515356438433 0.278632478632479 0.281783257393013
temp_spectre.202 101500000 102500000 102000000.5 36 36 0.116666666666667 0.221801346801347 0.202991452991453 0.175925925925926 0.192282875209704
temp_spectre.203 1.02e+08 1.03e+08 102500000.5 44 44 0.143434343434343 0.21728650137741 0.228271728271728 0.121212121212121 0.204703832752613
temp_spectre.204 102500000 103500000 103000000.5 25 25 0.133333333333333 0.206060606060606 0.267692307692308 0.056 0.21862950058072
temp_spectre.205 1.03e+08 1.04e+08 103500000.5 12 12 0.0796296296296296 0.262626262626263 0.238095238095238 0.144444444444444 0.204123112659698
temp_spectre.206 103500000 104500000 104000000.5 29 29 0.117241379310345 0.20846394984326 0.19893899204244 0.220689655172414 0.203252032520325
temp_spectre.207 1.04e+08 1.05e+08 104500000.5 46 46 0.16231884057971 0.198945981554677 0.127090301003344 0.176811594202899 0.18315406756552
temp_spectre.208 104500000 105500000 105000000.5 46 46 0.214975845410628 0.250329380764163 0.139512661251792 0.0956521739130435 0.214184719486946
temp_spectre.209 1.05e+08 1.06e+08 105500000.5 43 43 0.187596899224806 0.236786469344609 0.209046767186302 0.137984496124031 0.252599735299679
temp_spectre.210 105500000 106500000 106000000.5 55 55 0.12 0.204683195592287 0.191808191808192 0.193939393939394 0.211888924084046
temp_spectre.211 1.06e+08 1.07e+08 106500000.5 78 78 0.148717948717949 0.17968142968143 0.154550577627501 0.127350427350427 0.190759105393252
temp_spectre.212 106500000 107500000 107000000.5 72 72 0.197839506172839 0.135311447811448 0.118742368742369 0.0962962962962963 0.181120144534779
temp_spectre.213 1.07e+08 1.08e+08 107500000.5 123 123 0.154471544715447 0.285907859078591 0.285267577950505 0.281842818428184 0.28066249303608
temp_spectre.214 107500000 108500000 108000000.5 149 149 0.15316927665921 0.300183038438072 0.313444944317428 0.282774049217002 0.289650710505188
temp_spectre.215 1.08e+08 1.09e+08 108500000.5 104 104 0.226923076923077 0.23951048951049 0.285502958579882 0.18525641025641 0.256577771821674
temp_spectre.216 108500000 109500000 109000000.5 73 73 0.285844748858448 0.239933582399336 0.278789703447238 0.17716894977169 0.259923949533037
temp_spectre.217 1.09e+08 1.1e+08 109500000.5 96 96 0.174305555555556 0.205334595959596 0.173191391941392 0.163888888888889 0.19748112659698
temp_spectre.218 109500000 110500000 110000000.5 120 120 0.148148148148148 0.221717171717172 0.204945054945055 0.153333333333333 0.217595818815331
temp_spectre.219 1.1e+08 1.11e+08 110500000.5 74 74 0.177177177177177 0.261670761670762 0.255123255123255 0.172972972972973 0.267225413566877
temp_spectre.220 110500000 111500000 111000000.5 64 64 0.2 0.253787878787879 0.202438186813187 0.1625 0.275315766550523
temp_spectre.221 1.11e+08 1.12e+08 111500000.5 79 79 0.145710267229255 0.220943613348677 0.185422172763945 0.159493670886076 0.230729649068643
temp_spectre.222 111500000 112500000 112000000.5 81 81 0.145679012345679 0.23625140291807 0.226020892687559 0.196707818930041 0.224358698613441
temp_spectre.223 1.12e+08 1.13e+08 112500000.5 67 67 0.172802653399668 0.212347354138399 0.228801049696572 0.183084577114428 0.222147104200253
temp_spectre.224 112500000 113500000 113000000.5 53 53 0.139622641509434 0.128644939965695 0.158614969935725 0.166037735849057 0.158481800451428
temp_spectre.225 1.13e+08 1.14e+08 113500000.5 61 61 0.137704918032787 0.1525086934923 0.125202666186273 0.168306010928962 0.15233906437425
temp_spectre.226 113500000 114500000 114000000.5 92 92 0.1756038647343 0.216073781291173 0.193741041567129 0.210869565217391 0.200196939857597
temp_spectre.227 1.14e+08 1.15e+08 114500000.5 90 90 0.161234567901235 0.217676767676768 0.213308913308913 0.231111111111111 0.207471931862176
temp_spectre.228 114500000 115500000 115000000.5 77 77 0.172871572871573 0.20228256591893 0.160839160839161 0.247619047619048 0.200642563011901
temp_spectre.229 1.15e+08 1.16e+08 115500000.5 50 50 0.255555555555556 0.220909090909091 0.161098901098901 0.249333333333333 0.226062717770035
temp_spectre.230 115500000 116500000 116000000.5 28 28 0.135714285714286 0.200757575757576 0.1287284144427 0.10952380952381 0.183175709308113
temp_spectre.231 1.16e+08 1.17e+08 116500000.5 55 55 0.172525252525253 0.211845730027548 0.14985014985015 0.132121212121212 0.197043606799704
temp_spectre.232 116500000 117500000 117000000.5 80 80 0.221388888888889 0.248106060606061 0.2375 0.144166666666667 0.248649825783972
temp_spectre.233 1.17e+08 1.18e+08 117500000.5 82 82 0.182113821138211 0.245934959349594 0.246046636290539 0.139837398373984 0.239214186566953
temp_spectre.234 117500000 118500000 118000000.5 85 85 0.17359477124183 0.223351158645276 0.185778926955398 0.182745098039216 0.208717633394821
temp_spectre.235 1.18e+08 1.19e+08 118500000.5 84 84 0.16984126984127 0.203102453102453 0.170591313448456 0.211111111111111 0.198716885128035
temp_spectre.236 118500000 119500000 119000000.5 81 81 0.160493827160494 0.175271230826786 0.174196174196174 0.204115226337449 0.188898926026297
temp_spectre.237 1.19e+08 1.2e+08 119500000.5 83 83 0.192503346720214 0.177619569185834 0.205084072553952 0.195180722891566 0.206400514951793
temp_spectre.238 119500000 120500000 120000000.5 56 56 0.186507936507937 0.203463203463203 0.230572998430141 0.182142857142857 0.212128753940601
temp_spectre.239 1.2e+08 1.21e+08 120500000.5 64 64 0.203472222222222 0.207623106060606 0.230597527472527 0.2 0.217153019744483
temp_spectre.240 120500000 121500000 121000000.5 81 81 0.235390946502058 0.214178825289936 0.248812915479582 0.223868312757202 0.24549404224201
temp_spectre.241 1.21e+08 1.22e+08 121500000.5 98 98 0.264399092970522 0.282776747062461 0.28694774613142 0.260544217687075 0.285963165754107
temp_spectre.242 121500000 122500000 122000000.5 94 94 0.298817966903073 0.321244358478401 0.304535889642273 0.221276595744681 0.299577433464304
temp_spectre.243 1.22e+08 1.23e+08 122500000.5 51 51 0.282788671023965 0.314913844325609 0.268261150614092 0.112418300653595 0.274600897269477
temp_spectre.244 122500000 123500000 123000000.5 141 141 0.312687155240347 0.267569310122502 0.267711012391863 0.295035460992908 0.281785158277115
temp_spectre.245 1.23e+08 1.24e+08 123500000.5 163 163 0.306612133605999 0.255902584123443 0.260904739432347 0.296932515337423 0.275866983034423
temp_spectre.246 123500000 124500000 124000000.5 56 56 0.188888888888889 0.183441558441558 0.183673469387755 0.180952380952381 0.195661191305791
temp_spectre.247 1.24e+08 1.25e+08 124500000.5 32 32 0.134722222222222 0.168087121212121 0.166895604395604 0.122916666666667 0.165868176538908
temp_spectre.248 124500000 125500000 125000000.5 25 25 0.151111111111111 0.215757575757576 0.185054945054945 0.146666666666667 0.185365853658537
temp_spectre.249 1.25e+08 1.26e+08 125500000.5 44 44 0.125252525252525 0.257231404958678 0.241258741258741 0.0772727272727273 0.197339246119734
temp_spectre.250 125500000 126500000 126000000.5 80 80 0.157222222222222 0.234848484848485 0.231181318681319 0.168333333333333 0.217668408826945
temp_spectre.251 1.26e+08 1.27e+08 126500000.5 83 83 0.151807228915663 0.183096020445418 0.205613663444989 0.2 0.203433944838588
temp_spectre.252 126500000 127500000 127000000.5 62 62 0.129032258064516 0.148826979472141 0.183800070896845 0.152688172043011 0.173429245813195
temp_spectre.253 1.27e+08 1.28e+08 127500000.5 69 69 0.124315619967794 0.13153271848924 0.168338907469342 0.204830917874396 0.164621521991617
temp_spectre.254 127500000 128500000 128000000.5 83 83 0.12904953145917 0.188207374954363 0.182311664239375 0.228112449799197 0.189636595161132
temp_spectre.255 1.28e+08 1.29e+08 128500000.5 70 70 0.217142857142857 0.272727272727273 0.239403453689168 0.255238095238095 0.255035672805708
temp_spectre.256 128500000 129500000 129000000.5 60 60 0.240740740740741 0.255555555555556 0.262820512820513 0.278888888888889 0.261943476577623
temp_spectre.257 1.29e+08 1.3e+08 129500000.5 55 55 0.220606060606061 0.177134986225895 0.217582417582418 0.236363636363636 0.225678386653996
temp_spectre.258 129500000 130500000 130000000.5 71 71 0.138967136150235 0.121638924455826 0.15647732549141 0.15962441314554 0.170437257692496
temp_spectre.259 1.3e+08 1.31e+08 130500000.5 86 86 0.148837209302326 0.184284707540521 0.179146434960388 0.20077519379845 0.200861626556465
temp_spectre.260 130500000 131500000 131000000.5 103 103 0.176483279395901 0.211091497499264 0.193214552437853 0.157928802588997 0.216298501403877
temp_spectre.261 1.31e+08 1.32e+08 131500000.5 104 104 0.148717948717949 0.192744755244755 0.180262045646661 0.142307692307692 0.195334137407308
temp_spectre.262 131500000 132500000 132000000.5 94 94 0.165011820330969 0.235815602836879 0.211713818096797 0.248936170212766 0.231114241233598
temp_spectre.263 1.32e+08 1.33e+08 132500000.5 91 91 0.156288156288156 0.25974025974026 0.237048665620094 0.232967032967033 0.239499176781407
temp_spectre.264 132500000 133500000 133000000.5 77 77 0.172005772005772 0.253640299094845 0.226630512344798 0.154112554112554 0.229165723939243
temp_spectre.265 1.33e+08 1.34e+08 133500000.5 77 77 0.210678210678211 0.227469500196773 0.196945911231625 0.179220779220779 0.232544459025295
temp_spectre.266 133500000 134500000 134000000.5 83 83 0.18714859437751 0.1960569550931 0.174367800873825 0.152610441767068 0.198004561801212
temp_spectre.267 1.34e+08 1.35e+08 134500000.5 92 92 0.166183574879227 0.171277997364954 0.161849020544673 0.155072463768116 0.174102408725951
temp_spectre.268 134500000 135500000 135000000.5 92 92 0.146376811594203 0.170783926218709 0.165910176779742 0.191304347826087 0.171893147502904
temp_spectre.269 1.35e+08 1.36e+08 135500000.5 88 88 0.171717171717172 0.24845041322314 0.225649350649351 0.226515151515152 0.234307359307359
temp_spectre.270 135500000 136500000 136000000.5 96 96 0.189583333333333 0.229324494949495 0.212568681318681 0.223611111111111 0.237865369725126
temp_spectre.271 1.36e+08 1.37e+08 136500000.5 88 88 0.184090909090909 0.173725895316804 0.189435564435564 0.181060606060606 0.209428782599514
temp_spectre.272 136500000 137500000 137000000.5 90 90 0.201234567901235 0.210774410774411 0.221489621489621 0.21037037037037 0.236688604981288
temp_spectre.273 1.37e+08 1.38e+08 137500000.5 83 83 0.205622489959839 0.220518437385907 0.186548391367668 0.208835341365462 0.216517638498244
temp_spectre.274 137500000 138500000 138000000.5 62 62 0.205017921146953 0.235092864125122 0.201169797943992 0.16989247311828 0.222228466524297
temp_spectre.275 1.38e+08 1.39e+08 138500000.5 69 69 0.186473429951691 0.228370663153272 0.224398789616181 0.165217391304348 0.225807537578481
temp_spectre.276 138500000 139500000 139000000.5 81 81 0.196159122085048 0.18593340815563 0.196038529371863 0.207407407407407 0.209145266055835
temp_spectre.277 1.39e+08 1.4e+08 139500000.5 80 80 0.195555555555556 0.194886363636364 0.186263736263736 0.205 0.211919279907085
temp_spectre.278 139500000 140500000 140000000.5 93 93 0.215292712066906 0.22613229064842 0.235141202883138 0.215770609318996 0.239656313613827
temp_spectre.279 1.4e+08 1.41e+08 140500000.5 102 102 0.210457516339869 0.218805704099822 0.250700280112045 0.219607843137255 0.242558812142743
temp_spectre.280 140500000 141500000 141000000.5 67 67 0.201658374792703 0.196517412935323 0.213055601115303 0.165174129353234 0.213947683186853
temp_spectre.281 1.41e+08 1.42e+08 141500000.5 49 49 0.266213151927438 0.169758812615955 0.171338865216416 0.257142857142857 0.218564080684539
temp_spectre.282 141500000 142500000 142000000.5 78 78 0.222792022792023 0.216588966588967 0.197097774020851 0.288034188034188 0.241832693052205
temp_spectre.283 1.42e+08 1.43e+08 142500000.5 88 88 0.194949494949495 0.278236914600551 0.225774225774226 0.237121212121212 0.257509766656108
temp_spectre.284 142500000 143500000 143000000.5 72 72 0.236111111111111 0.310606060606061 0.233974358974359 0.249074074074074 0.284439927732611
temp_spectre.285 1.43e+08 1.44e+08 143500000.5 79 79 0.243600562587904 0.259685462217108 0.225900681596884 0.233755274261603 0.263499904438466
temp_spectre.286 143500000 144500000 144000000.5 108 108 0.254938271604938 0.257014590347924 0.249592999593 0.207407407407407 0.25648470770422
temp_spectre.287 1.44e+08 1.45e+08 144500000.5 110 110 0.278787878787879 0.260606060606061 0.251148851148851 0.235151515151515 0.264533840143596
temp_spectre.288 144500000 145500000 145000000.5 94 94 0.247517730496454 0.209703417150226 0.214753331774608 0.246808510638298 0.234400869844565
temp_spectre.289 1.45e+08 1.46e+08 145500000.5 79 79 0.184528832630098 0.164748753356348 0.177771595493114 0.171308016877637 0.179361648951028
temp_spectre.290 145500000 146500000 146000000.5 71 71 0.174021909233177 0.169867690994452 0.205695712737966 0.170892018779343 0.188333251541771
temp_spectre.291 1.46e+08 1.47e+08 146500000.5 87 87 0.154533844189017 0.186346220828979 0.182139699381079 0.179310344827586 0.191958027954664
temp_spectre.292 146500000 147500000 147000000.5 95 95 0.152046783625731 0.182775119617225 0.142857142857143 0.150175438596491 0.171074026529739
temp_spectre.293 1.47e+08 1.48e+08 147500000.5 76 76 0.184502923976608 0.207735247208931 0.200983227299017 0.171052631578947 0.203435417812825
temp_spectre.294 147500000 148500000 148000000.5 69 69 0.165861513687601 0.256916996047431 0.214365344800127 0.17487922705314 0.219764682118871
temp_spectre.295 1.48e+08 1.49e+08 148500000.5 87 87 0.171647509578544 0.204110066179032 0.154225085259568 0.137164750957854 0.174963621557398
temp_spectre.296 148500000 149500000 149000000.5 83 83 0.190896921017403 0.20956553486674 0.189858334436648 0.14136546184739 0.188950925653835
temp_spectre.297 1.49e+08 1.5e+08 149500000.5 65 65 0.186666666666667 0.248018648018648 0.25257819103973 0.195897435897436 0.229053872956312
temp_spectre.298 149500000 150500000 150000000.5 37 37 0.177177177177177 0.216216216216216 0.248292248292248 0.232432432432432 0.222243149072417
temp_spectre.299 1.5e+08 1.51e+08 150500000.5 7 7 0.215873015873016 0.285714285714286 0.312401883830455 0.371428571428571 0.280404844864775
